Sample	OTU_7	OTU_4	OTU_11	OTU_8	OTU_1	OTU_10	OTU_24	OTU_12	OTU_23	OTU_20	OTU_3	OTU_13	OTU_9	OTU_2	OTU_15	OTU_35	OTU_14	OTU_43	OTU_27	OTU_56	OTU_52	OTU_22	OTU_149	OTU_28	OTU_6	OTU_740	OTU_19	OTU_76	OTU_54	OTU_31	OTU_5	OTU_38	OTU_17	OTU_46	OTU_70	OTU_44	OTU_720	OTU_47	OTU_37	OTU_55	OTU_25	OTU_26	OTU_81	OTU_21	OTU_36	OTU_30	OTU_69	OTU_278	OTU_100	OTU_48	OTU_389	OTU_16	OTU_67	OTU_18	OTU_495	OTU_39	OTU_41	OTU_79	OTU_62	OTU_33	OTU_341	OTU_49	OTU_29	OTU_57	OTU_61	OTU_71	OTU_833	OTU_384	OTU_325	OTU_34	OTU_64	OTU_95	OTU_131	OTU_112	OTU_116	OTU_78	OTU_58	OTU_40	OTU_814	OTU_32	OTU_608	OTU_336	OTU_124	OTU_74	OTU_84	OTU_104	OTU_51	OTU_73	OTU_122	OTU_126	OTU_106	OTU_42	OTU_82	OTU_103	OTU_75	OTU_72	OTU_153	OTU_60	OTU_359	OTU_65	OTU_332	OTU_266	OTU_53	OTU_97	OTU_108	OTU_91	OTU_68	OTU_813	OTU_59	OTU_45	OTU_89	OTU_50	OTU_447	OTU_120	OTU_117	OTU_109	OTU_80	OTU_339	OTU_169	OTU_111	OTU_121	OTU_87	OTU_63	OTU_83	OTU_90	OTU_143	OTU_114	OTU_525	OTU_484	OTU_125	OTU_148	OTU_161	OTU_160	OTU_134	OTU_493	OTU_174	OTU_365	OTU_66	OTU_98	OTU_873	OTU_85	OTU_645	OTU_110	OTU_230	OTU_301	OTU_823	OTU_179	OTU_139	OTU_88	OTU_846	OTU_99	OTU_469	OTU_115	OTU_142	OTU_203	OTU_77	OTU_777	OTU_188	OTU_107	OTU_101	OTU_163	OTU_102	OTU_261	OTU_141	OTU_144	OTU_815	OTU_146	OTU_119	OTU_86	OTU_93	OTU_135	OTU_171	OTU_176	OTU_118	OTU_94	OTU_248	OTU_137	OTU_187	OTU_92	OTU_133	OTU_138	OTU_96	OTU_845	OTU_105	OTU_305	OTU_209	OTU_140	OTU_688	OTU_929	OTU_152	OTU_679	OTU_185	OTU_178	OTU_190	OTU_195	OTU_183	OTU_556	OTU_794	OTU_198	OTU_130	OTU_180	OTU_343	OTU_923	OTU_136	OTU_162	OTU_129	OTU_128	OTU_157	OTU_123	OTU_173	OTU_132	OTU_276	OTU_213	OTU_170	OTU_113	OTU_220	OTU_154	OTU_127	OTU_858	OTU_168	OTU_512	OTU_196	OTU_145	OTU_204	OTU_150	OTU_164	OTU_211	OTU_156	OTU_189	OTU_840	OTU_227	OTU_229	OTU_437	OTU_234	OTU_289	OTU_172	OTU_155	OTU_199	OTU_241	OTU_210	OTU_513	OTU_841	OTU_147	OTU_322	OTU_257	OTU_843	OTU_264	OTU_415	OTU_151	OTU_166	OTU_249	OTU_471	OTU_167	OTU_159	OTU_254	OTU_181	OTU_218	OTU_186	OTU_244	OTU_165	OTU_250	OTU_239	OTU_431	OTU_158	OTU_217	OTU_200	OTU_251	OTU_175	OTU_499	OTU_586	OTU_215	OTU_194	OTU_201	OTU_844	OTU_182	OTU_245	OTU_233	OTU_184	OTU_733	OTU_231	OTU_256	OTU_295	OTU_247	OTU_835	OTU_212	OTU_678	OTU_219	OTU_177	OTU_197	OTU_267	OTU_224	OTU_272	OTU_236	OTU_238	OTU_330	OTU_600	OTU_553	OTU_237	OTU_284	OTU_255	OTU_274	OTU_193	OTU_263	OTU_441	OTU_191	OTU_409	OTU_208	OTU_221	OTU_342	OTU_309	OTU_192	OTU_205	OTU_719	OTU_214	OTU_232	OTU_288	OTU_293	OTU_222	OTU_243	OTU_718	OTU_280	OTU_271	OTU_206	OTU_925	OTU_867	OTU_329	OTU_771	OTU_253	OTU_374	OTU_207	OTU_216	OTU_275	OTU_298	OTU_318	OTU_285	OTU_727	OTU_328	OTU_277	OTU_324	OTU_651	OTU_345	OTU_464	OTU_294	OTU_235	OTU_282	OTU_895	OTU_262	OTU_346	OTU_407	OTU_226	OTU_331	OTU_225	OTU_246	OTU_326	OTU_378	OTU_804	OTU_228	OTU_315	OTU_303	OTU_291	OTU_223	OTU_265	OTU_269	OTU_623	OTU_202	OTU_268	OTU_313	OTU_279	OTU_260	OTU_338	OTU_252	OTU_393	OTU_317	OTU_436	OTU_468	OTU_258	OTU_387	OTU_811	OTU_304	OTU_357	OTU_310	OTU_715	OTU_240	OTU_323	OTU_299	OTU_337	OTU_302	OTU_300	OTU_456	OTU_320	OTU_348	OTU_283	OTU_351	OTU_273	OTU_270	OTU_372	OTU_242	OTU_386	OTU_871	OTU_290	OTU_367	OTU_287	OTU_350	OTU_446	OTU_449	OTU_259	OTU_281	OTU_306	OTU_354	OTU_397	OTU_377	OTU_340	OTU_321	OTU_370	OTU_400	OTU_424	OTU_411	OTU_286	OTU_360	OTU_376	OTU_327	OTU_854	OTU_388	OTU_498	OTU_334	OTU_362	OTU_311	OTU_352	OTU_382	OTU_292	OTU_308	OTU_356	OTU_381	OTU_496	OTU_297	OTU_477	OTU_380	OTU_312	OTU_366	OTU_392	OTU_514	OTU_448	OTU_296	OTU_383	OTU_474	OTU_489	OTU_364	OTU_385	OTU_344	OTU_316	OTU_375	OTU_423	OTU_459	OTU_462	OTU_531	OTU_307	OTU_373	OTU_444	OTU_369	OTU_398	OTU_416	OTU_433	OTU_475	OTU_319	OTU_461	OTU_347	OTU_501	OTU_515	OTU_425	OTU_472	OTU_379	OTU_390	OTU_399	OTU_566	OTU_363	OTU_517	OTU_618	OTU_547	OTU_349	OTU_353	OTU_434	OTU_452	OTU_466	OTU_470	OTU_412	OTU_314	OTU_458	OTU_542	OTU_358	OTU_457	OTU_406	OTU_418	OTU_537	OTU_333	OTU_659	OTU_361	OTU_394	OTU_408	OTU_560	OTU_422	OTU_355	OTU_426	OTU_915	OTU_587	OTU_589	OTU_683	OTU_402	OTU_486	OTU_522	OTU_539	OTU_371	OTU_420	OTU_582	OTU_391	OTU_521	OTU_877	OTU_335	OTU_405	OTU_460	OTU_465	OTU_549	OTU_585	OTU_694	OTU_368	OTU_395	OTU_410	OTU_417	OTU_440	OTU_451	OTU_492	OTU_404	OTU_428	OTU_438	OTU_463	OTU_862	OTU_413	OTU_561	OTU_592	OTU_427	OTU_439	OTU_494	OTU_570	OTU_604	OTU_606	OTU_443	OTU_564	OTU_414	OTU_432	OTU_403	OTU_450	OTU_488	OTU_520	OTU_523	OTU_591	OTU_612	OTU_706	OTU_716	OTU_445	OTU_467	OTU_505	OTU_511	OTU_576	OTU_628	OTU_396	OTU_419	OTU_429	OTU_454	OTU_473	OTU_480	OTU_482	OTU_507	OTU_625	OTU_739	OTU_481	OTU_497	OTU_540	OTU_880	OTU_401	OTU_569	OTU_572	OTU_574	OTU_581	OTU_583	OTU_767	OTU_421	OTU_435	OTU_541	OTU_567	OTU_728	OTU_745	OTU_785	OTU_812	OTU_524	OTU_601	OTU_616	OTU_630	OTU_633	OTU_680	OTU_761	OTU_764	OTU_829	OTU_455	OTU_529	OTU_530	OTU_538	OTU_543	OTU_544	OTU_640	OTU_705	OTU_430	OTU_479	OTU_490	OTU_491	OTU_500	OTU_510	OTU_527	OTU_533	OTU_554	OTU_575	OTU_627	OTU_710	OTU_442	OTU_551	OTU_568	OTU_578	OTU_603	OTU_692	OTU_734	OTU_478	OTU_502	OTU_504	OTU_509	OTU_642	OTU_516	OTU_532	OTU_548	OTU_621	OTU_646	OTU_790	OTU_453	OTU_487	OTU_506	OTU_528	OTU_546	OTU_559	OTU_577	OTU_579	OTU_605	OTU_607	OTU_613	OTU_617	OTU_638	OTU_654	OTU_883	OTU_476	OTU_483	OTU_535	OTU_563	OTU_594	OTU_599	OTU_629	OTU_632	OTU_634	OTU_661	OTU_757	OTU_797	OTU_485	OTU_526	OTU_550	OTU_555	OTU_558	OTU_602	OTU_624	OTU_626	OTU_631	OTU_635	OTU_749	OTU_503	OTU_536	OTU_545	OTU_552	OTU_565	OTU_593	OTU_597	OTU_611	OTU_644	OTU_704	OTU_793	OTU_826	OTU_830	OTU_905	OTU_922	OTU_519	OTU_557	OTU_562	OTU_580	OTU_610	OTU_636	OTU_650	OTU_682	OTU_696	OTU_725	OTU_800	OTU_817	OTU_893	OTU_910	OTU_518	OTU_534	OTU_573	OTU_595	OTU_596	OTU_598	OTU_615	OTU_686	OTU_695	OTU_700	OTU_701	OTU_709	OTU_717	OTU_838	OTU_853	OTU_508	OTU_571	OTU_649	OTU_655	OTU_656	OTU_660	OTU_664	OTU_730	OTU_732	OTU_735	OTU_738	OTU_763	OTU_772	OTU_798	OTU_810	OTU_832	OTU_872	OTU_920	OTU_590	OTU_622	OTU_637	OTU_643	OTU_652	OTU_671	OTU_676	OTU_684	OTU_687	OTU_702	OTU_712	OTU_723	OTU_726	OTU_787	OTU_865	OTU_866	OTU_901	OTU_908	OTU_614	OTU_619	OTU_668	OTU_675	OTU_681	OTU_689	OTU_713	OTU_714	OTU_744	OTU_770	OTU_774	OTU_775	OTU_778	OTU_779	OTU_816	OTU_828	OTU_842	OTU_847	OTU_850	OTU_860	OTU_874	OTU_897	OTU_584	OTU_588	OTU_639	OTU_641	OTU_648	OTU_653	OTU_662	OTU_669	OTU_670	OTU_691	OTU_708	OTU_711	OTU_729	OTU_755	OTU_756	OTU_759	OTU_762	OTU_765	OTU_784	OTU_789	OTU_831	OTU_852	OTU_902	OTU_906	OTU_913	OTU_914	OTU_609	OTU_620	OTU_647	OTU_658	OTU_665	OTU_666	OTU_667	OTU_672	OTU_673	OTU_674	OTU_690	OTU_697	OTU_698	OTU_699	OTU_721	OTU_722	OTU_724	OTU_746	OTU_747	OTU_751	OTU_753	OTU_776	OTU_783	OTU_795	OTU_802	OTU_803	OTU_834	OTU_837	OTU_849	OTU_882	OTU_884	OTU_885	OTU_889	OTU_930	OTU_657	OTU_663	OTU_677	OTU_693	OTU_731	OTU_737	OTU_741	OTU_743	OTU_748	OTU_750	OTU_760	OTU_801	OTU_805	OTU_806	OTU_819	OTU_820	OTU_825	OTU_836	OTU_839	OTU_855	OTU_856	OTU_857	OTU_859	OTU_870	OTU_879	OTU_887	OTU_899	OTU_900	OTU_917	OTU_926	OTU_932	OTU_685	OTU_703	OTU_707	OTU_736	OTU_752	OTU_754	OTU_758	OTU_766	OTU_768	OTU_769	OTU_773	OTU_781	OTU_782	OTU_799	OTU_808	OTU_824	OTU_851	OTU_863	OTU_864	OTU_868	OTU_869	OTU_878	OTU_881	OTU_896	OTU_903	OTU_904	OTU_907	OTU_919	OTU_921	OTU_927	OTU_931	OTU_780	OTU_786	OTU_788	OTU_791	OTU_796	OTU_818	OTU_821	OTU_822	OTU_827	OTU_848	OTU_861	OTU_875	OTU_876	OTU_886	OTU_888	OTU_890	OTU_891	OTU_892	OTU_894	OTU_898	OTU_909	OTU_911	OTU_912	OTU_916	OTU_918	OTU_924	OTU_928	OTU_933	OTU_934
aft1	470	2084	3072	238	2100	5	315	18	0	614	1077	188	0	1	0	377	1	786	4	250	609	163	343	2846	0	1847	404	721	46	467	19	351	0	281	210	20	1	107	20	724	7	242	169	26	254	0	122	264	339	0	226	0	135	2	43	0	0	3	0	16	681	0	0	3	1178	1345	2	284	5748	0	0	0	297	79	162	0	0	1067	0	155	227	0	64	103	0	243	0	27	120	415	110	32	155	492	0	164	91	0	2	70	28	3	0	26	287	80	32	51	0	63	0	0	0	208	105	0	72	25	331	248	71	0	64	11	0	66	63	59	0	4	95	6	89	40	70	0	0	0	10	4	3	0	10	54	0	187	37	28	0	40	0	0	0	8	22	0	60	0	0	0	26	3	46	0	0	26	1	1	0	0	35	23	1	0	0	160	77	5	0	4	0	0	0	0	63	29	40	8	24	0	5	41	0	4	69	0	0	8	13	1	0	185	6	0	24	0	0	724	0	99	0	1	0	0	0	0	9	0	0	34	16	36	0	299	3	0	3	25	3	24	26	12	41	1	27	0	6	6	0	71	0	0	0	0	1	1	7	0	0	0	0	20	0	0	5	0	21	3	0	0	21	4	5	0	0	0	16	0	18	5	4	0	0	0	0	1	25	0	8	0	6	1	30	25	0	1	0	0	0	0	0	15	13	0	0	1	6	0	1	0	0	0	0	1	0	17	0	0	17	5	0	0	0	0	0	9	0	14	0	0	0	76	0	0	0	1	147	1	0	17	0	5	0	0	0	0	20	1	0	16	5	2	10	0	0	0	0	0	4	0	56	0	0	54	2	2	0	0	0	0	0	0	0	10	0	0	2	12	0	0	0	5	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	6	0	0	5	6	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	16	0	2	0	2	0	0	3	1	0	0	0	11	0	0	0	1	0	0	1	2	1	0	0	0	0	3	0	1	6	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	2	0	0	0	0	0	3	6	0	0	0	0	0	1	0	0	4	0	1	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	5	0	7	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aft10	3	3483	92	440	22	3	1225	239	3769	545	318	6	3	0	543	1	202	1	89	3170	3668	0	98	64	1	3	4649	322	11	934	255	0	0	290	0	0	0	794	0	0	99	23	113	43	3	0	246	210	0	0	89	0	1	8	0	68	0	24	50	0	86	12	1	0	141	0	0	1	1	0	1	2539	7	8	0	573	21	18	29	98	37	1	5	1	7	0	0	57	11	0	1	1	29	0	0	42	5	4	0	2	34	169	0	124	29	25	4	54	0	0	855	0	16	1	205	0	0	4	4	0	287	0	32	6	902	57	0	0	0	2	0	0	11	1	8	2	0	0	66	300	0	0	14	83	0	0	1	13	0	1	0	0	658	3	0	0	124	0	0	0	0	0	107	0	1	0	1	0	0	0	11	23	0	0	0	5	53	25	0	0	0	0	0	0	2	69	0	465	9	0	7	0	0	0	0	273	15	0	28	185	3	0	1	0	6	2	0	0	0	0	32	34	404	0	0	16	9	0	0	0	3	1	0	6	12	0	3	151	14	1	0	2	0	0	0	3	0	1	4	0	0	0	0	15	0	0	0	0	0	0	0	13	0	0	13	0	5	32	0	0	0	0	2	0	0	0	0	0	14	0	0	0	0	1	0	0	0	74	46	0	5	0	0	0	0	10	0	0	0	17	0	7	0	0	0	0	1	0	2	0	0	0	0	4	0	1	0	4	0	14	0	0	2	0	0	0	7	0	0	0	0	0	0	0	3	0	0	13	0	0	6	0	0	1	0	0	0	0	13	0	2	11	0	3	0	1	0	0	11	0	0	0	0	0	0	0	0	3	2	0	53	0	0	0	0	5	0	0	0	0	1	0	0	0	2	0	0	2	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	2	5	0	0	7	0	0	0	0	0	0	0	9	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	27	0	0	1	0	0	1	1	0	0	0	0	0	1	0	4	33	1	0	0	0	1	0	0	0	3	0	0	0	0	2	13	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	10	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	7	0	11	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aft11	38	8294	84	26	262	0	425	0	2	10	7	3	0	13662	441	2	53	1	0	2979	34	0	62	2361	1267	2	2608	2368	11	148	3	14	208	36	20	2	0	0	0	59	22	0	80	0	9	280	62	0	1	1	2	0	39	0	10	3	0	8	162	2	495	4	76	2	26	68	0	6	0	28	0	2377	32	0	1	3	10	1739	160	103	19	0	1	38	230	1	0	19	5	1	115	12	4	0	0	224	3	24	4	0	10	8	0	6	65	4	2	0	0	1	4	0	0	0	46	0	666	0	25	0	57	0	33	24	0	49	0	9	0	18	1	0	0	3	152	23	14	0	252	7	0	0	0	3	0	150	1	8	0	0	0	0	6	13	0	0	7	2	0	0	2	115	125	6	1	0	0	0	0	0	50	1	2	0	0	25	163	1	0	50	0	0	0	0	22	1	0	2	1	0	9	19	0	3	3	0	7	2	29	3	1	2	8	0	189	0	0	0	0	0	6	10	4	0	0	76	69	0	0	0	29	9	0	0	3	0	6	1	0	3	2	3	0	0	1	10	5	3	3	0	0	0	0	5	0	0	0	0	0	0	0	13	0	0	72	7	0	4	0	0	0	0	0	0	0	0	3	0	4	0	2	1	0	0	0	0	0	3	47	0	0	0	0	3	0	11	0	0	0	33	0	0	0	0	0	0	3	22	11	0	9	0	0	17	0	0	0	2	0	0	0	0	0	0	0	0	1	6	0	0	7	0	0	0	10	1	2	2	1	0	0	0	0	52	0	0	2	0	1	0	0	0	0	26	0	14	0	65	6	0	0	0	0	0	0	0	0	3	2	0	72	0	0	0	0	1	1	0	0	0	0	4	0	2	0	0	0	4	0	0	0	1	0	0	0	4	0	0	24	0	0	0	102	1	0	0	0	0	0	0	0	0	44	9	21	0	0	0	0	0	0	0	0	5	10	59	0	0	0	0	0	0	0	2	0	7	0	0	0	0	0	0	0	1	0	1	0	1	9	2	0	0	0	0	0	2	0	0	0	1	1	0	0	0	1	0	0	0	0	2	0	0	0	0	3	1	3	0	0	2	5	0	0	8	1	0	0	0	0	0	21	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	6	0	0	0	0	4	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	4	0	1	0	0	0	0	3	1	1	0	2	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	1	4	7	0	0	0	2	0	1	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	4	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aft12	628	414	672	60	208	9	2469	1	3	424	22	16	2	0	5144	179	18	2891	1058	259	77	0	377	315	1123	4599	233	463	219	584	57	50	7317	17	63	406	4	720	307	275	70	271	148	40	25	0	90	263	1251	1	147	0	177	2	85	0	8	189	362	1	272	3	6	0	1038	224	14	689	259	0	1	25	292	1	24	0	0	351	11	129	99	0	36	390	2	307	2323	50	165	472	341	30	570	100	0	12	24	2	75	33	62	6	0	31	110	211	42	31	0	0	0	0	0	67	51	0	150	1	317	429	56	0	77	32	1	140	0	64	0	216	17	200	3	11	30	154	40	0	69	114	0	4	57	103	0	10	32	87	0	14	0	0	0	41	6	0	44	218	0	64	0	0	7	24	96	5	0	0	0	0	0	0	9	0	0	7	93	0	0	1	0	14	6	0	21	10	56	0	0	1	36	31	0	14	25	0	1	20	11	2	3	9	26	0	5	0	0	0	0	0	0	12	0	0	0	0	2	0	0	9	12	77	0	0	44	6	4	1	15	8	11	6	44	6	21	3	0	0	2	31	30	0	0	12	21	0	13	13	0	0	0	6	0	0	41	0	11	11	86	0	0	81	0	0	0	48	17	0	21	5	14	0	1	1	0	19	112	0	0	1	19	8	80	2	0	2	0	0	0	1	0	39	14	0	0	14	5	0	7	0	6	0	0	39	0	4	0	0	3	1	0	0	0	12	0	13	1	0	0	78	0	7	0	0	14	0	1	0	0	0	0	2	32	2	5	0	3	0	34	8	10	1	0	0	0	4	15	18	0	0	0	0	1	0	0	0	0	1	0	5	0	10	0	10	0	2	2	0	0	0	0	5	14	0	2	0	9	0	0	0	0	0	0	4	0	0	5	0	20	0	2	0	0	0	0	2	0	0	0	2	10	0	9	20	0	0	0	0	0	5	4	0	0	16	7	0	5	0	0	0	0	0	0	1	47	0	0	14	12	0	0	35	0	0	0	9	0	0	1	7	6	0	0	0	18	0	0	0	0	0	34	0	8	4	1	0	0	1	4	15	0	2	20	0	0	11	0	0	4	0	0	0	0	0	5	1	0	4	0	2	0	0	0	0	0	0	16	0	0	17	0	4	0	0	2	0	0	11	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	1	4	0	0	0	1	0	0	0	0	0	0	4	5	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	20	0	0	0	0	4	0	0	0	0	6	0	0	0	0	7	0	0	0	0	0	1	11	5	0	0	0	0	1	0	9	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17	0	0	0	0	0	0	0	14	2	0	0	12	0	0	6	0	0	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	8	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	1	0	0	0	0	0	6	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	4	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
